,H,G,S,4-O-5,alpha-O-4,beta-O-4,5-5,beta-5,beta-beta,beta-1,branching_coeff,MW,monomer_count,OH_count,OCH3_count,smiles
0,0,4,6,0,0,8,0,0,1,0,0.0,1980.17,10,10.0,16.0,OCC(Oc1c(OC)cc(C2C3COC(C3CO2)c2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(O)c(OC)c4)cc3)c(OC)c2)cc1)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(OC(CO)Cc5cc(OC)c(OC(CO)Cc6cc(OC)c(O)c(OC)c6)c(OC)c5)c(OC)c4)c(OC)c3)cc2)cc1
0,0,3,6,0,0,8,0,0,0,0,0.0,1801.9830000000002,9,10.0,15.0,OCC(Oc1c(OC)cc(CC(Oc2c(OC)cc(CC(Oc3c(OC)cc(CC(Oc4c(OC)cc(C=CCO)cc4OC)CO)cc3OC)CO)cc2)CO)cc1OC)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(OC(CO)Cc5cc(OC)c(O)c(OC)c5)cc4)cc3)c(OC)c2)c(OC)c1
0,0,2,1,0,0,2,0,0,0,0,0.0,570.635,3,4.0,4.0,OCC=Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(O)cc3)cc2)c(OC)c1
0,0,1,3,0,0,1,0,1,1,0,0.0,806.858,4,4.0,7.0,Oc1c(OC)cc(CC(CO)Oc2c(OC)cc(C3OCC4C(OCC43)c3cc(OC)c4c(C(CO)C(c5cc(OC)c(O)c(OC)c5)O4)c3)cc2OC)cc1OC
0,0,3,4,0,0,5,0,0,1,0,0.0,1379.509,7,7.0,11.0,OCC(Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(O)cc4)c(OC)c3)c(OC)c2)c(OC)c1)Oc1c(OC)cc(C2C3COC(C3CO2)c2cc(OC)c(OC(CO)Cc3cc(OC)c(O)c(OC)c3)cc2)cc1
0,0,1,2,0,0,1,0,0,1,0,0.0,598.645,3,3.0,5.0,Oc1c(OC)cc(CC(Oc2c(OC)cc(C3C4COC(C4CO3)c3cc(OC)c(O)c(OC)c3)cc2OC)CO)cc1
0,0,3,6,0,0,7,0,0,1,0,0.0,1799.967,9,9.0,15.0,OCC(Oc1c(OC)cc(C2C3COC(C3CO2)c2cc(OC)c(OC(CO)Cc3cc(OC)c(O)c(OC)c3)c(OC)c2)cc1OC)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(OC(CO)Cc5cc(OC)c(OC(CO)Cc6cc(OC)c(O)c(OC)c6)cc5)cc4)c(OC)c3)cc2)c(OC)c1
0,0,2,1,0,0,2,0,0,0,0,0.0,570.635,3,4.0,4.0,OCC(Oc1c(OC)cc(C=CCO)cc1)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(O)cc2)c(OC)c1
0,0,2,1,0,0,2,0,0,0,0,0.0,570.635,3,4.0,4.0,OCC=Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(O)cc3)cc2)c(OC)c1
0,0,3,6,0,0,8,0,0,0,0,0.0,1801.9830000000002,9,10.0,15.0,OCC(Oc1c(OC)cc(CC(Oc2c(OC)cc(CC(Oc3c(OC)cc(CC(Oc4c(OC)cc(CC(Oc5c(OC)cc(C=CCO)cc5)CO)cc4)CO)cc3OC)CO)cc2OC)CO)cc1OC)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(O)cc4)c(OC)c3)c(OC)c2)c(OC)c1
0,0,2,1,0,0,2,0,0,0,0,0.0,570.635,3,4.0,4.0,OCC(Oc1c(OC)cc(C=CCO)cc1)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(O)cc2)c(OC)c1
0,0,4,3,0,0,5,0,0,1,0,0.0,1349.4830000000002,7,7.0,10.0,OCC(Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(O)cc3)c(OC)c2)c(OC)c1)Oc1c(OC)cc(C2C3COC(C3CO2)c2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(O)cc4)cc3)c(OC)c2)cc1
