MW
25053.60933
24601.83554
24158.29476
23722.83299
23295.29923
22875.54542
22463.42635
22058.79965
21661.52569
21271.46755
20888.49095
20512.46421
20143.25817
19780.74619
19424.80405
19075.30993
18732.14433
18395.19008
18064.33223
17739.45805
17420.45696
17107.2205
16799.64228
16497.61796
16201.04517
15909.82351
15623.85448
15343.04145
15067.28966
14796.50612
14530.59961
14269.48066
14013.06148
13761.25595
13513.97958
13271.14947
13032.6843
12798.50426
12568.53109
12342.68797
12120.89953
11903.09183
11689.19232
11479.1298
11272.83443
11070.23765
10871.27221
10675.87211
10483.97259
10295.5101
10110.42227
9928.647896
9750.126927
9574.800423
9402.610544
9233.500526
9067.414661
8904.298277
8744.097719
8586.760323
8432.234408
8280.469246
8131.415049
7985.022953
7841.244996
7700.0341
7561.34406
7425.129522
7291.345966
7159.949697
7030.89782
6904.148231
6779.659601
6657.391359
6537.303679
6419.357467
6303.514343
6189.736633
6077.987352
5968.230191
5860.429505
5754.550301
5650.558225
5548.419549
5448.101161
5349.570552
5252.795805
5157.745584
5064.389123
4972.696216
4882.637204
4794.182969
4707.304918
4621.974979
4538.165589
4455.849681
4375.000681
4295.592496
4217.599501
4140.996538
4065.7589
3991.862329
3919.283002
3847.997527
3777.982932
3709.216659
3641.676557
3575.340871
3510.188241
3446.197686
3383.348605
3321.620765
3260.994298
3201.449688
3142.967774
3085.529733
3029.117083
2973.71167
2919.295665
2865.851559
2813.362154
2761.810561
2711.18019
2661.454748
2612.618233
2564.654927
2517.549393
2471.286469
2425.85126
2381.22914
2337.405741
2294.366949
2252.098903
2210.587986
2169.820826
2129.784283
2090.465456
2051.851667
2013.930467
1976.689625
1940.117127
1904.201172
1868.930168
1834.292727
1800.277663
1766.873988
1734.070906
1701.857815
1670.224298
1639.160121
1608.655233
1578.699757
1549.283994
1520.398413
1492.033651
1464.180512
1436.82996
1409.973118
1383.601265
1357.705836
1332.278414
1307.31073
1282.794662
1258.722229
1235.08559
1211.877045
1189.089024
1166.714094
1144.744952
1123.17442
1101.99545
1081.201114
1060.784608
1040.739246
1021.05846
1001.735796
982.7649147
964.1395859
945.8536898
927.9012132
910.2762485
892.9729913
875.9857388
859.3088881
842.9369343
826.8644686
811.0861771
795.5968386
780.3913235
765.4645915
750.8116908
736.427756
722.3080067
708.4477462
694.8423597
681.4873134
668.3781523
655.5104995
642.8800547
630.4825924
618.3139613
606.3700825
594.6469482
583.1406209
571.8472316
560.7629793
549.8841292
539.2070115
528.7280211
518.4436153
508.3503138
498.4446969
488.7234045
479.1831357
469.8206467
460.632751
451.6163173
442.7682694
434.0855847
425.5652935
417.2044782
409.0002718
400.949858
393.0504694
385.2993871
377.6939399
370.2315032
362.9094985
355.7253923
348.6766956
341.7609628
334.9757914
328.3188209
321.787732
315.3802463
309.0941252
302.9271695
296.8772183
290.942149
285.1198759
279.4083502
273.8055588
268.3095242
262.9183035
257.629988
252.4427026
247.354605
242.3638854
237.468766
232.6675001
227.9583718
223.3396954
218.809815
214.3671038
210.0099637
205.7368248
201.5461448
197.4364089
193.4061287
189.4538424
185.5781138
181.7775322
178.0507119
174.3962916
170.8129342
167.2993263
163.8541776
160.4762209
157.1642113
153.9169261
150.7331642
147.611746
