,H,G,S,4-O-5,alpha-O-4,beta-O-4,5-5,beta-5,beta-beta,beta-1,branching_coeff,MW,monomer_count,OH_count,OCH3_count,smiles
0,0,2,2,0,0,1,0,2,0,0,0.0,776.832,4,5.0,6.0,OCC1C(Oc2c(OC)cc(C3C(c4c(O3)c(OC)cc(C=CCO)c4)CO)cc21)c1cc(OC)c(OC(CO)Cc2cc(OC)c(O)c(OC)c2)c(OC)c1
0,0,4,2,0,0,4,0,0,1,0,0.0,1139.254,6,6.0,8.0,Oc1c(OC)cc(CC(Oc2c(OC)cc(C3C4COC(C4CO3)c3cc(OC)c(OC(CO)Cc4cc(OC)c(OC(CO)Cc5cc(OC)c(OC(CO)Cc6cc(OC)c(O)cc6)cc5)cc4)c(OC)c3)cc2OC)CO)cc1
0,0,2,5,0,0,5,0,0,1,0,0.0,1409.5349999999999,7,7.0,12.0,OCC(Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(O)c(OC)c4)cc3)c(OC)c2)c(OC)c1)Oc1c(OC)cc(C2C3COC(C3CO2)c2cc(OC)c(OC(CO)Cc3cc(OC)c(O)c(OC)c3)c(OC)c2)cc1
0,0,4,2,0,0,4,0,1,0,0,0.0,1139.254,6,7.0,8.0,OCC(Oc1c(OC)cc(CC(Oc2c(OC)cc(C=CCO)cc2OC)CO)cc1)Cc1cc(OC)c2c(C(CO)C(c3cc(OC)c(OC(CO)Cc4cc(OC)c(OC(CO)Cc5cc(OC)c(O)cc5)cc4)c(OC)c3)O2)c1
0,0,6,4,0,0,8,0,0,1,0,0.0,1920.118,10,10.0,14.0,OCC(Oc1c(OC)cc(CC(Oc2c(OC)cc(CC(Oc3c(OC)cc(CC(Oc4c(OC)cc(C5C6COC(C6CO5)c5cc(OC)c(O)cc5)cc4OC)CO)cc3)CO)cc2)CO)cc1)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(OC(CO)Cc5cc(OC)c(O)c(OC)c5)c(OC)c4)cc3)c(OC)c2)cc1
0,0,4,2,0,0,4,0,1,0,0,0.0,1139.254,6,7.0,8.0,OCC(Oc1c(OC)cc(CC(Oc2c(OC)cc(C=CCO)cc2OC)CO)cc1)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c3c(C(CO)C(c4cc(OC)c(OC(CO)Cc5cc(OC)c(O)cc5)cc4)O3)c2)c(OC)c1
0,0,4,2,0,0,4,0,1,0,0,0.0,1139.254,6,7.0,8.0,OCC(Oc1c(OC)cc(CC(Oc2c(OC)cc(C=CCO)cc2OC)CO)cc1)Cc1cc(OC)c2c(C(CO)C(c3cc(OC)c(OC(CO)Cc4cc(OC)c(OC(CO)Cc5cc(OC)c(O)cc5)c(OC)c4)cc3)O2)c1
0,0,1,3,0,0,1,0,1,1,0,0.0,806.858,4,4.0,7.0,Oc1c(OC)cc(C2OCC3C(OCC23)c2cc(OC)c(OC(CO)Cc3cc(OC)c4c(C(CO)C(c5cc(OC)c(O)c(OC)c5)O4)c3)c(OC)c2)cc1OC
0,0,1,4,0,0,3,0,0,1,0,0.0,1019.103,5,5.0,9.0,OCC(Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(O)c(OC)c2)c(OC)c1)Oc1c(OC)cc(C2C3COC(C3CO2)c2cc(OC)c(OC(CO)Cc3cc(OC)c(O)cc3)c(OC)c2)cc1OC
0,0,5,1,0,0,4,0,0,1,0,0.0,1109.228,6,6.0,7.0,OCC(Oc1c(OC)cc(C2C3COC(C3CO2)c2cc(OC)c(OC(CO)Cc3cc(OC)c(O)cc3)cc2)cc1)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(O)c(OC)c3)cc2)cc1
0,0,5,1,0,0,4,0,0,1,0,0.0,1109.228,6,6.0,7.0,Oc1c(OC)cc(CC(Oc2c(OC)cc(C3C4COC(C4CO3)c3cc(OC)c(OC(CO)Cc4cc(OC)c(OC(CO)Cc5cc(OC)c(OC(CO)Cc6cc(OC)c(O)cc6)cc5)cc4)cc3)cc2OC)CO)cc1
0,0,4,4,0,0,5,0,1,1,0,0.0,1557.696,8,8.0,12.0,OCC(Oc1c(OC)cc(CC(Oc2c(OC)cc(CC(Oc3c(OC)cc(C4C5COC(C5CO4)c4cc(OC)c(O)cc4)cc3OC)CO)cc2OC)CO)cc1)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c3c(C(CO)C(c4cc(OC)c(OC(CO)Cc5cc(OC)c(O)c(OC)c5)c(OC)c4)O3)c2)cc1
0,1,2,1,0,0,1,0,1,1,0,0.0,716.78,4,4.0,4.0,Oc1c(OC)cc(C2C(c3c(O2)c(OC)cc(CC(Oc2ccc(C4C5COC(C5CO4)c4cc(OC)c(O)cc4)cc2)CO)c3)CO)cc1OC
0,0,1,4,0,0,2,0,1,1,0,0.0,1017.087,5,5.0,9.0,OCC(Cc1cc(OC)c2c(C(CO)C(c3cc(OC)c(O)c(OC)c3)O2)c1)Oc1c(OC)cc(C2C3COC(C3CO2)c2cc(OC)c(OC(CO)Cc3cc(OC)c(O)c(OC)c3)c(OC)c2)cc1OC
0,0,3,5,0,0,6,0,0,1,0,0.0,1589.7379999999998,8,8.0,13.0,OCC(Oc1c(OC)cc(C2C3COC(C3CO2)c2cc(OC)c(OC(CO)Cc3cc(OC)c(O)cc3)cc2)cc1)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(OC(CO)Cc5cc(OC)c(O)c(OC)c5)c(OC)c4)c(OC)c3)c(OC)c2)c(OC)c1
0,0,1,3,0,0,1,0,1,1,0,0.0,806.858,4,4.0,7.0,OCC(Oc1c(OC)cc(C2C3COC(C3CO2)c2cc(OC)c(O)c(OC)c2)cc1OC)Cc1cc(OC)c2c(C(CO)C(c3cc(OC)c(O)c(OC)c3)O2)c1
0,0,4,3,0,0,5,0,0,1,0,0.0,1349.4830000000002,7,7.0,10.0,OCC(Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(O)c(OC)c3)c(OC)c2)cc1)Oc1c(OC)cc(C2OCC3C(OCC32)c2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(O)cc4)cc3)cc2)cc1OC
0,1,4,3,0,0,6,0,0,1,0,0.0,1499.6599999999999,8,8.0,10.0,OCC(Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(OC(CO)Cc5ccc(O)cc5)cc4)cc3)c(OC)c2)c(OC)c1)Oc1c(OC)cc(C2C3COC(C3CO2)c2cc(OC)c(OC(CO)Cc3cc(OC)c(O)cc3)cc2)cc1OC
0,0,4,5,0,0,6,0,1,1,0,0.0,1767.925,9,9.0,14.0,OCC(Oc1c(OC)cc(CC(Oc2c(OC)cc(CC(Oc3c(OC)cc(CC(Oc4c(OC)cc(C5C6COC(C6CO5)c5cc(OC)c(O)c(OC)c5)cc4OC)CO)cc3OC)CO)cc2)CO)cc1)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c3c(C(CO)C(c4cc(OC)c(OC(CO)Cc5cc(OC)c(O)c(OC)c5)cc4)O3)c2)c(OC)c1
0,0,2,5,0,0,5,0,0,1,0,0.0,1409.5349999999999,7,7.0,12.0,OCC(Oc1c(OC)cc(C2C3COC(C3CO2)c2cc(OC)c(OC(CO)Cc3cc(OC)c(O)cc3)c(OC)c2)cc1)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(O)c(OC)c4)c(OC)c3)c(OC)c2)c(OC)c1
0,1,2,2,0,0,2,0,1,1,0,0.0,927.0089999999999,5,5.0,6.0,OCC(Cc1cc(OC)c2c(C(CO)C(c3cc(OC)c(O)cc3)O2)c1)Oc1c(OC)cc(C2C3COC(C3CO2)c2ccc(OC(CO)Cc3cc(OC)c(O)c(OC)c3)cc2)cc1OC
0,1,1,4,0,0,4,0,0,1,0,0.0,1169.28,6,6.0,9.0,Oc1c(OC)cc(CC(Oc2ccc(CC(Oc3c(OC)cc(C4C5COC(C5CO4)c4cc(OC)c(OC(CO)Cc5cc(OC)c(OC(CO)Cc6cc(OC)c(O)c(OC)c6)c(OC)c5)cc4)cc3OC)CO)cc2)CO)cc1OC
0,0,2,2,0,0,1,0,2,0,0,0.0,776.832,4,5.0,6.0,OCC1C(Oc2c(OC)cc(C=CCO)cc21)c1cc(OC)c(OC(CO)Cc2cc(OC)c3c(C(CO)C(c4cc(OC)c(O)c(OC)c4)O3)c2)c(OC)c1
0,0,4,1,0,0,3,0,1,0,0,0.0,929.025,5,6.0,6.0,OCC1C(Oc2c(OC)cc(C=CCO)cc12)c1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(O)cc4)c(OC)c3)cc2)cc1
0,0,6,3,0,0,7,0,0,1,0,0.0,1709.889,9,9.0,12.0,OCC(Oc1c(OC)cc(CC(Oc2c(OC)cc(CC(Oc3c(OC)cc(CC(Oc4c(OC)cc(C5C6COC(C6CO5)c5cc(OC)c(O)cc5)cc4)CO)cc3)CO)cc2)CO)cc1OC)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(OC(CO)Cc4cc(OC)c(O)cc4)c(OC)c3)c(OC)c2)cc1
0,0,2,4,0,0,4,0,0,1,0,0.0,1199.306,6,6.0,10.0,OCC(Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(O)c(OC)c3)c(OC)c2)c(OC)c1)Oc1c(OC)cc(C2C3COC(C3CO2)c2cc(OC)c(OC(CO)Cc3cc(OC)c(O)cc3)c(OC)c2)cc1
0,1,1,2,0,0,1,0,1,1,0,0.0,746.8059999999999,4,4.0,5.0,Oc1c(OC)cc(CC(CO)Oc2c(OC)cc(C3OCC4C(OCC43)c3ccc4c(C(CO)C(c5cc(OC)c(O)c(OC)c5)O4)c3)cc2)cc1OC
0,0,5,3,0,0,5,0,1,1,0,0.0,1527.6699999999998,8,8.0,11.0,OCC(Oc1c(OC)cc(CC(Oc2c(OC)cc(CC(Oc3c(OC)cc(C4C5COC(C5CO4)c4cc(OC)c(OC(CO)Cc5cc(OC)c(O)c(OC)c5)cc4)cc3)CO)cc2)CO)cc1)Cc1cc(OC)c2c(C(CO)C(c3cc(OC)c(OC(CO)Cc4cc(OC)c(O)c(OC)c4)c(OC)c3)O2)c1
0,0,3,5,0,0,6,0,1,0,0,0.0,1589.7379999999998,8,9.0,13.0,OCC(Oc1c(OC)cc(CC(Oc2c(OC)cc(CC(Oc3c(OC)cc(CC(Oc4c(OC)cc(CC(Oc5c(OC)cc(C6C(c7c(O6)c(OC)cc(C=CCO)c7)CO)cc5OC)CO)cc4)CO)cc3OC)CO)cc2OC)CO)cc1OC)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(O)c(OC)c2)cc1
0,0,2,3,0,0,2,0,1,1,0,0.0,987.0609999999999,5,5.0,8.0,OCC1C(Oc2c(OC)cc(C3C4COC(C4CO3)c3cc(OC)c(O)cc3)cc12)c1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(O)c(OC)c3)c(OC)c2)c(OC)c1
0,0,2,3,0,0,3,0,1,0,0,0.0,989.077,5,6.0,8.0,OCC(Oc1c(OC)cc(CC(Oc2c(OC)cc(C=CCO)cc2OC)CO)cc1)Cc1cc(OC)c2c(C(CO)C(c3cc(OC)c(OC(CO)Cc4cc(OC)c(O)c(OC)c4)c(OC)c3)O2)c1
0,1,3,1,0,0,3,0,1,0,0,0.0,898.9989999999999,5,6.0,5.0,OCC(Oc1c(OC)cc(C2C(c3c(O2)c(OC)cc(CC(Oc2ccc(C=CCO)cc2)CO)c3)CO)cc1)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(O)cc2)c(OC)c1
0,0,3,4,0,0,5,0,0,1,0,0.0,1379.509,7,7.0,11.0,OCC(Oc1c(OC)cc(CC(Oc2c(OC)cc(CC(Oc3c(OC)cc(C4C5COC(C5CO4)c4cc(OC)c(O)c(OC)c4)cc3)CO)cc2OC)CO)cc1OC)Cc1cc(OC)c(OC(CO)Cc2cc(OC)c(OC(CO)Cc3cc(OC)c(O)cc3)c(OC)c2)cc1
